Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,,,,,,,
106,515,V,Memphis,28,20,23,23,94,207,204,190,1,,,,,,,
106,516,H,Utah,28,32,31,26,117,7,5.5,-230,99,,,,,,,
106,517,V,Houston,33,27,26,24,110,217,215.5,168,105,,,,,,,
106,518,H,Phoenix,36,17,32,33,118,5,4.5,-195,4.5,,,,,,,
106,519,V,LALakers,26,17,30,18,91,6,5,-210,6,,,,,,,
106,520,H,LAClippers,25,27,27,23,102,201,196,175,96.5,,,,,,,
107,701,V,Charlotte,22,22,27,22,93,197,199,135,97,,,,,,,
107,702,H,NewYork,28,21,19,29,97,3,3,-155,pk,,,,,,,
108,801,V,Orlando,29,27,21,20,97,7,7.5,-350,2.5,,,,,,,
108,802,H,Washington,29,22,20,33,104,201,203,290,99.5,,,,,,,
108,803,V,Toronto,23,26,34,25,108,208,208,115,2,,,,,,,
108,804,H,Philadelphia,32,28,25,21,106,pk,2,-135,101,,,,,,,
108,805,V,Utah,14,26,27,22,89,204,203.5,170,0.5,,,,,,,
108,806,H,Memphis,33,16,22,20,91,4,4.5,-200,103.5,,,,,,,
108,807,V,Boston,17,28,15,25,85,196,195,150,94,,,,,,,
108,808,H,Atlanta,19,20,29,25,93,2.5,3.5,-170,3.5,,,,,,,
108,809,V,NewJersey,18,27,27,27,99,192,189,438,94,,,,,,,
108,810,H,NewOrleans,25,29,27,22,103,11,9.5,-575,2.5,,,,,,,
108,811,V,Indiana,26,36,19,28,109,213,212,130,105,,,,,,,
108,812,H,Minnesota,26,35,31,24,116,2.5,3,-150,2.5,,,,,,,
108,813,V,Chicago,19,22,23,29,93,193,193.5,158,96.5,,,,,,,
108,814,H,Milwaukee,29,18,17,32,96,3.5,4,-180,0.5,,,,,,,
108,815,V,Dallas,26,25,19,42,112,195.5,195,170,94.5,,,,,,,
108,816,H,SanAntonio,26,28,26,23,103,4,4.5,-200,2,,,,,,,
108,817,V,Miami,27,32,22,28,109,214,214.5,190,106,,,,,,,
108,818,H,Phoenix,33,20,23,29,105,7,5.5,-230,5,,,,,,,
108,819,V,LALakers,24,19,28,27,98,3,4.5,-190,5.5,,,,,,,
108,820,H,Portland,30,25,26,26,107,193.5,193.5,165,96,,,,,,,
108,821,V,Sacramento,32,29,25,15,101,227.5,228.5,175,112.5,,,,,,,
108,822,H,GoldenState,28,18,30,32,108,3.5,4.5,-210,6,,,,,,,
108,823,V,Cleveland,24,25,24,24,97,1,4.5,-200,3.5,,,,,,,
108,824,H,Denver,30,18,21,30,99,202,202.5,170,98,,,,,,,
109,501,V,Atlanta,21,16,22,22,81,196.5,196.5,145,5,,,,,,,
109,502,H,Orlando,29,37,25,22,113,4.5,3.5,-165,98,,,,,,,
109,503,V,Memphis,21,31,16,19,87,199,199.5,220,98,,,,,,,
109,504,H,Charlotte,25,17,22,25,89,6,6,-260,5.5,,,,,,,
109,505,V,Philadelphia,26,30,20,28,104,189,192,165,96,,,,,,,
109,506,H,Detroit,10,20,29,35,94,4.5,4.5,-190,7.5,,,,,,,
109,507,V,Indiana,21,26,27,28,102,202.5,207,360,101.5,,,,,,,
109,508,H,OklahomaCity,24,29,34,21,108,8,9,-450,3.5,,,,,,,
109,509,V,Minnesota,32,14,18,32,96,201,201,333,98.5,,,,,,,
109,510,H,Chicago,28,24,27,31,110,8.5,8.5,-415,3.5,,,,,,,
109,511,V,Utah,26,24,33,28,111,196,195,205,101.5,,,,,,,
109,512,H,Dallas,18,22,22,31,93,7,5.5,-245,5.5,,,,,,,
109,513,V,NewYork,32,25,22,17,96,203.5,202.5,235,99.5,,,,,,,
109,514,H,Houston,21,30,27,27,105,6.5,6.5,-275,5,,,,,,,
109,515,V,Denver,26,28,22,24,100,1.5,212.5,110,104.5,,,,,,,
109,516,H,Sacramento,19,24,30,29,102,214,2,-130,4,,,,,,,
110,801,V,Boston,29,30,34,21,114,198,1.5,-125,98,,,,,,,
110,802,H,Toronto,26,24,30,27,107,pk,198.5,105,2.5,,,,,,,
110,803,V,NewOrleans,28,32,20,35,115,1.5,197.5,102,97,,,,,,,
110,804,H,Washington,31,18,33,28,110,199.5,1.5,-122,3.5,,,,,,,
110,805,V,Miami,20,21,17,26,84,194,192,105,3,,,,,,,
110,806,H,LAClippers,30,26,23,15,94,1.5,1.5,-125,95,,,,,,,
110,807,V,NewJersey,22,25,18,20,85,197,196.5,1200,96,,,,,,,
110,808,H,SanAntonio,20,29,28,20,97,15,14.5,-1750,7.5,,,,,,,
110,809,V,Cleveland,34,30,18,24,106,5,5,-210,95,,,,,,,
110,810,H,Portland,29,20,29,16,94,188,190,175,2,,,,,,,
110,811,V,Milwaukee,8,20,18,31,77,196,196,400,97.5,,,,,,,
110,812,H,LALakers,24,15,26,30,95,10,9.5,-500,2,,,,,,,
111,701,V,NewOrleans,12,31,31,18,92,199.5,199.5,115,0.5,,,,,,,
111,702,H,Philadelphia,29,19,27,21,96,1.5,2,-135,97.5,,,,,,,
111,703,V,Toronto,30,35,19,17,101,217,217,115,106,,,,,,,
111,704,H,Indiana,22,30,26,27,105,1,2,-135,4.5,,,,,,,
111,705,V,Atlanta,21,25,31,25,102,193,193,155,1.5,,,,,,,
111,706,H,Boston,31,24,25,16,96,3.5,3.5,-175,97,,,,,,,
111,707,V,Detroit,25,22,22,18,87,191,192.5,195,2,,,,,,,
111,708,H,Chicago,28,33,36,23,120,7,5.5,-235,95,,,,,,,
111,709,V,NewYork,24,23,15,26,88,199,201.5,175,2.5,,,,,,,
111,710,H,OklahomaCity,34,29,21,22,106,5,5,-210,96.5,,,,,,,
111,711,V,Milwaukee,15,27,34,25,101,212.5,213.5,420,105.5,,,,,,,
111,712,H,Phoenix,36,18,25,26,105,9,9.5,-535,2,,,,,,,
111,713,V,Miami,22,25,24,18,89,192,194.5,260,97,,,,,,,
111,714,H,Utah,24,34,32,28,118,7.5,7,-320,0.5,,,,,,,
111,715,V,Minnesota,15,35,20,24,94,217,216.5,1150,105,,,,,,,
111,716,H,Denver,20,38,27,20,105,13.5,13.5,-1800,6,,,,,,,
111,717,V,Cleveland,33,29,31,24,117,6,5.5,-230,pk,,,,,,,
111,718,H,GoldenState,31,23,29,31,114,214,214,190,103.5,,,,,,,
112,501,V,Detroit,21,27,19,32,99,199,199,190,99,,,,,,,
112,502,H,Washington,27,11,26,26,90,5,5.5,-230,5.5,,,,,,,
112,503,V,Houston,34,26,17,17,94,190.5,190,120,92.5,,,,,,,
112,504,H,Charlotte,29,21,24,28,102,3.5,2.5,-140,4,,,,,,,
112,505,V,LAClippers,37,28,25,12,102,199,199,220,96,,,,,,,
112,506,H,Memphis,26,26,27,25,104,5,6,-260,6.5,,,,,,,
112,507,V,LALakers,23,18,22,22,85,194.5,194,155,2,,,,,,,
112,508,H,SanAntonio,27,26,22,30,105,2.5,3.5,-175,95,,,,,,,
112,509,V,Orlando,53,-2,25,33,109,4,4,-180,4,,,,,,,
112,510,H,Sacramento,58,-3,23,10,88,206,207,160,102.5,,,,,,,
113,701,V,NewYork,30,17,21,25,93,202,204,120,100.5,,,,,,,
113,702,H,Philadelphia,26,22,20,24,92,3,2.5,-140,1.5,,,,,,,
113,703,V,Washington,13,20,29,20,82,205,203,525,101,,,,,,,
113,704,H,Atlanta,17,28,21,28,94,11,11.5,-750,2.5,,,,,,,
113,705,V,Phoenix,35,33,23,23,114,3.5,4,-185,110.5,,,,,,,
113,706,H,Indiana,24,28,39,31,122,226.5,227,160,4.5,,,,,,,
113,707,V,Boston,38,33,19,21,111,8.5,8,-350,92,,,,,,,
113,708,H,NewJersey,22,13,29,23,87,190,189.5,290,4,,,,,,,
113,709,V,LAClippers,25,23,22,24,94,192.5,192.5,295,93.5,,,,,,,
113,710,H,NewOrleans,28,22,28,30,108,5,7.5,-355,4,,,,,,,
113,711,V,SanAntonio,35,28,13,23,109,192.5,193,155,95,,,,,,,
113,712,H,OklahomaCity,18,33,26,22,108,1,3.5,-175,6,,,,,,,
113,713,V,Minnesota,13,31,17,28,114,203.5,203.5,380,100,,,,,,,
113,714,H,Houston,30,23,16,20,120,10,9,-475,2.5,,,,,,,
113,715,V,LALakers,27,22,27,24,100,197,195.5,225,96.5,,,,,,,
113,716,H,Dallas,24,21,26,24,95,5.5,6,-265,7,,,,,,,
113,717,V,Orlando,25,28,19,25,97,209,209.5,185,103,,,,,,,
113,718,H,Denver,25,25,35,30,115,4,6,-225,5.5,,,,,,,
113,719,V,Milwaukee,16,30,25,37,108,190.5,192.5,220,2.5,,,,,,,
113,720,H,Portland,31,35,31,23,120,5.5,6,-260,97.5,,,,,,,
113,721,V,Miami,22,30,38,25,115,215,214.5,125,107,,,,,,,
113,722,H,GoldenState,23,21,32,26,102,2.5,2.5,-145,3.5,,,,,,,
114,501,V,Chicago,29,18,23,26,96,194.5,195,235,98.5,,,,,,,
114,502,H,Boston,18,21,24,20,83,7,6.5,-275,5.5,,,,,,,
114,503,V,Cleveland,26,21,13,36,96,196.5,194.5,100,95.5,,,,,,,
114,504,H,Utah,19,21,15,42,97,pk,1,-120,2.5,,,,,,,
115,801,V,SanAntonio,24,18,15,19,76,2,2,-135,92.5,,,,,,,
115,802,H,Charlotte,22,16,26,28,92,189,188.5,115,pk,,,,,,,
115,803,V,Sacramento,25,22,24,15,86,207,209,130,103,,,,,,,
115,804,H,Philadelphia,32,17,25,24,98,3,3,-150,1,,,,,,,
115,805,V,Phoenix,25,30,20,26,101,218,216,195,108,,,,,,,
115,806,H,Atlanta,17,33,28,24,102,5.5,5.5,-235,4.5,,,,,,,
115,807,V,Minnesota,30,29,22,29,110,207,209.5,275,103,,,,,,,
115,808,H,Memphis,35,31,40,29,135,9,7.5,-335,1.5,,,,,,,
115,809,V,NewOrleans,16,28,25,27,104,2,2.5,-145,4,,,,,,,
115,810,H,Detroit,31,24,21,20,110,192,190.5,125,95,,,,,,,
115,811,V,Toronto,39,28,26,19,112,210,210.5,115,103,,,,,,,
115,812,H,NewYork,20,23,37,24,104,2.5,2,-135,6,,,,,,,
115,813,V,Indiana,31,41,24,25,121,3.5,2.5,-135,101.5,,,,,,,
115,814,H,NewJersey,28,24,24,29,105,209,207.5,115,4.5,,,,,,,
115,815,V,Washington,24,24,29,27,119,199,198,210,99,,,,,,,
115,816,H,Chicago,26,21,27,30,121,6,6,-250,4.5,,,,,,,
115,817,V,Miami,27,35,29,24,115,194,194.5,160,97.5,,,,,,,
115,818,H,Houston,29,24,24,29,106,4.5,4,-190,4.5,,,,,,,
115,819,V,OklahomaCity,28,27,16,27,98,196,195.5,180,99.5,,,,,,,
115,820,H,Dallas,19,29,26,25,99,6,5,-220,5,,,,,,,
115,821,V,Milwaukee,21,27,36,29,113,216,217,140,0.5,,,,,,,
115,822,H,GoldenState,23,33,23,25,104,4.5,3.5,-160,109,,,,,,,
115,823,V,Orlando,14,18,27,28,87,5.5,5.5,-240,7,,,,,,,
115,824,H,Portland,24,28,25,25,102,194.5,194,200,96.5,,,,,,,
115,825,V,LAClippers,25,25,17,19,86,196.5,196.5,550,97,,,,,,,
115,826,H,LALakers,28,25,36,37,126,10.5,10.5,-750,6,,,,,,,
116,501,V,Phoenix,23,24,30,22,99,208,208.5,125,5,,,,,,,
116,502,H,Charlotte,42,32,31,20,125,1,3,-145,102,,,,,,,
116,503,V,Sacramento,23,21,22,20,86,211.5,2,-130,2,,,,,,,
116,504,H,Washington,22,26,22,26,96,2,208.5,110,103,,,,,,,
116,505,V,NewOrleans,26,26,23,26,101,208,208,125,102,,,,,,,
116,506,H,Indiana,25,23,20,28,96,1,2.5,-145,2,,,,,,,
116,507,V,NewYork,24,13,23,30,90,194,194,-104,3.5,,,,,,,
116,508,H,Detroit,23,28,26,17,94,1,1,-106,94.5,,,,,,,
116,509,V,Miami,19,26,22,13,80,193,194,160,1.5,,,,,,,
116,510,H,OklahomaCity,29,26,29,14,98,4,4,-180,96.5,,,,,,,
116,511,V,SanAntonio,27,15,23,21,86,201,200.5,110,3,,,,,,,
116,512,H,Memphis,24,28,23,17,92,1.5,1,-130,97.5,,,,,,,
116,513,V,Milwaukee,20,27,24,24,95,193,195,450,98,,,,,,,
116,514,H,Utah,31,29,29,23,112,9,10,-600,2,,,,,,,
116,515,V,Cleveland,23,24,26,29,102,9,9,-450,8,,,,,,,
116,516,H,LAClippers,26,30,22,23,101,193,193,350,94,,,,,,,
117,801,V,Dallas,23,18,27,20,88,2,206.5,-103,3,,,,,,,
117,802,H,Toronto,20,34,30,26,110,207,1,-117,101,,,,,,,
117,803,V,Utah,28,25,28,31,112,208.5,212,260,109,,,,,,,
117,804,H,Denver,28,32,25,34,119,6.5,7,-320,2,,,,,,,
118,701,V,Detroit,23,20,27,21,91,193,191,275,94.5,,,,,,,
118,702,H,NewYork,23,34,11,31,99,5.5,7.5,-335,pk,,,,,,,
118,703,V,Portland,21,17,35,19,92,194,194.5,115,0.5,,,,,,,
118,704,H,Washington,24,19,27,27,97,2,2,-135,98.5,,,,,,,
118,705,V,Sacramento,23,24,25,31,103,196.5,197,255,2.5,,,,,,,
118,706,H,Charlotte,32,34,18,21,105,7,6.5,-310,94.5,,,,,,,
118,707,V,OklahomaCity,29,23,27,15,94,195.5,194,200,95.5,,,,,,,
118,708,H,Atlanta,22,27,26,16,91,6,5.5,-240,5,,,,,,,
118,709,V,Milwaukee,34,17,22,18,98,197,195.5,240,96.5,,,,,,,
118,710,H,Houston,27,31,21,12,101,6.5,6.5,-280,1.5,,,,,,,
118,711,V,Philadelphia,29,28,18,24,103,1.5,3,-160,103,,,,,,,
118,712,H,Minnesota,17,23,33,26,108,205.5,204,140,3,,,,,,,
118,713,V,NewJersey,24,25,17,29,95,197,195.5,310,94,,,,,,,
118,714,H,LAClippers,39,22,27,18,106,9.5,8,-370,0.5,,,,,,,
118,715,V,SanAntonio,29,27,22,19,97,1,189.5,-103,92,,,,,,,
118,716,H,NewOrleans,16,25,20,29,90,190.5,1,-117,4,,,,,,,
118,717,V,Chicago,25,28,26,18,97,218.5,2,-130,2,,,,,,,
118,718,H,GoldenState,33,21,29,31,114,pk,215.5,110,108,,,,,,,
118,719,V,Phoenix,20,36,30,32,118,226,225.5,115,112,,,,,,,
118,720,H,Memphis,34,24,30,37,125,2.5,2.5,-135,1,,,,,,,
118,721,V,Dallas,20,21,34,24,99,197,194,170,1,,,,,,,
118,722,H,Boston,25,25,18,22,90,5,4.5,-200,95,,,,,,,
118,723,V,Orlando,25,22,21,24,92,200,200,215,99,,,,,,,
118,724,H,LALakers,33,19,12,34,98,6.5,6,-255,2,,,,,,,
119,501,V,Toronto,28,32,23,17,100,203,205,450,102,,,,,,,
119,502,H,Cleveland,28,34,29,17,108,9.5,10,-650,6,,,,,,,
119,503,V,Indiana,19,24,15,25,83,205.5,207,225,2.5,,,,,,,
119,504,H,Miami,36,26,23,28,113,6,6.5,-265,100,,,,,,,
120,701,V,Miami,17,17,19,12,65,191,191,160,4.5,,,,,,,
120,702,H,Charlotte,38,23,26,17,104,3.5,4,-190,93,,,,,,,
120,703,V,Indiana,20,26,28,24,98,209.5,210,750,1,,,,,,,
120,704,H,Orlando,40,28,26,15,109,12,12,-1100,102.5,,,,,,,
120,705,V,Dallas,25,25,20,24,94,4,4,-190,1.5,,,,,,,
120,706,H,Washington,20,27,20,26,93,198.5,196,160,96.5,,,,,,,
120,707,V,Portland,22,25,24,27,98,1,1,-120,96.5,,,,,,,
120,708,H,Philadelphia,21,21,26,22,90,193,194,100,1.5,,,,,,,
120,709,V,Sacramento,23,29,16,29,97,205,203.5,400,99.5,,,,,,,
120,710,H,Atlanta,23,31,27,27,108,10,9,-525,5.5,,,,,,,
120,711,V,Boston,30,26,13,17,86,5,6,-250,1,,,,,,,
120,712,H,Detroit,21,27,21,23,92,187,187.5,210,93,,,,,,,
120,713,V,Memphis,24,30,31,26,111,202,204,135,1.5,,,,,,,
120,714,H,NewOrleans,31,33,18,31,113,4,3.5,-155,102,,,,,,,
120,715,V,Toronto,24,32,22,29,107,204,205,120,102.5,,,,,,,
120,716,H,Milwaukee,22,27,32,32,113,2,2.5,-140,3,,,,,,,
120,717,V,OklahomaCity,24,31,22,17,94,6.5,7,-300,3,,,,,,,
120,718,H,Minnesota,24,27,18,23,92,199,199.5,250,99.5,,,,,,,
120,719,V,Utah,21,24,29,31,105,194,195,200,99,,,,,,,
120,720,H,SanAntonio,22,28,20,28,98,6,5.5,-240,1.5,,,,,,,
120,721,V,NewJersey,26,23,28,17,94,218,219.5,850,108.5,,,,,,,
120,722,H,Phoenix,32,24,34,28,118,13,14,-1300,6.5,,,,,,,
120,723,V,Denver,30,23,28,24,123,5.5,6,-240,4,,,,,,,
120,724,H,GoldenState,25,28,29,23,118,231,231,200,116.5,,,,,,,
120,725,V,Chicago,26,21,23,27,97,194.5,194.5,145,95,,,,,,,
120,726,H,LAClippers,19,31,25,29,104,3.5,3.5,-165,1.5,,,,,,,
121,501,V,LALakers,27,19,19,22,87,195.5,192,125,94.5,,,,,,,
121,502,H,Cleveland,18,26,23,26,93,3.5,2.5,-145,2.5,,,,,,,
121,503,V,LAClippers,24,24,17,20,85,210,212.5,475,103,,,,,,,
121,504,H,Denver,24,23,34,24,105,10,10.5,-650,7.5,,,,,,,
122,801,V,Miami,32,25,28,27,112,1.5,3,-145,95.5,,,,,,,
122,802,H,Washington,15,27,22,24,88,193.5,192,125,3.5,,,,,,,
122,803,V,Sacramento,22,10,17,35,84,205,207,400,100.5,,,,,,,
122,804,H,Orlando,23,25,29,23,100,10,9.5,-600,0.5,,,,,,,
122,805,V,Milwaukee,25,32,16,23,96,206.5,205.5,240,102.5,,,,,,,
122,806,H,Toronto,28,20,22,31,101,7,6.5,-280,6,,,,,,,
122,807,V,Dallas,25,23,12,21,81,3,2.5,-140,3,,,,,,,
122,808,H,Philadelphia,24,30,18,20,92,195,196.5,120,95.5,,,,,,,
122,809,V,Portland,25,25,19,22,95,187,186.5,500,95,,,,,,,
122,810,H,Boston,30,25,19,17,98,10,10.5,-700,5,,,,,,,
122,811,V,Charlotte,17,26,22,24,89,189.5,190.5,240,93.5,,,,,,,
122,812,H,Atlanta,31,16,36,20,103,6.5,6.5,-280,2.5,,,,,,,
122,813,V,OklahomaCity,20,29,20,15,84,204.5,205,145,100.5,,,,,,,
122,814,H,Memphis,28,20,24,14,86,3,3.5,-165,2.5,,,,,,,
122,815,V,LALakers,36,27,21,31,115,5.5,6,-240,4,,,,,,,
122,816,H,NewYork,30,33,22,20,105,200.5,205,200,102.5,,,,,,,
122,817,V,Indiana,31,22,32,20,105,201,201.5,145,99,,,,,,,
122,818,H,Detroit,19,26,22,26,93,3.5,3.5,-165,4.5,,,,,,,
122,819,V,NewOrleans,26,27,21,22,96,4,3.5,-165,2,,,,,,,
122,820,H,Minnesota,24,29,18,23,94,201,201,145,100,,,,,,,
122,821,V,Houston,28,27,28,33,116,193.5,192,210,94,,,,,,,
122,822,H,SanAntonio,31,25,21,32,109,6,6,-250,4,,,,,,,
122,823,V,Chicago,35,29,24,27,115,217,220.5,250,113,,,,,,,
122,824,H,Phoenix,26,28,29,21,104,7,6.5,-300,6.5,,,,,,,
122,825,V,NewJersey,21,23,21,14,79,216.5,217,260,106,,,,,,,
122,826,H,GoldenState,26,24,38,23,111,8.5,7.5,-320,2.5,,,,,,,
123,501,V,Orlando,24,25,20,23,106,191,191,100,93.5,,,,,,,
123,502,H,Charlotte,21,24,14,33,95,1,pk,-120,1,,,,,,,
123,503,V,Philadelphia,27,30,29,21,107,207,207,110,104.5,,,,,,,
123,504,H,Indiana,29,21,23,24,97,3.5,2.5,-130,3,,,,,,,
123,505,V,Sacramento,25,20,16,23,84,201,201.5,260,2,,,,,,,
123,506,H,Miami,33,32,24,26,115,7,7,-320,99,,,,,,,
123,507,V,Portland,32,24,18,23,97,184.5,183,135,93,,,,,,,
123,508,H,Detroit,21,21,27,24,93,2,3,-155,5,,,,,,,
123,509,V,OklahomaCity,23,20,35,21,99,189,191,300,93,,,,,,,
123,510,H,Cleveland,26,30,21,23,100,7.5,8,-360,0.5,,,,,,,
123,511,V,Chicago,32,32,16,24,104,195.5,199,210,101,,,,,,,
123,512,H,Houston,21,31,23,22,97,6,6,-250,6,,,,,,,
123,513,V,Minnesota,23,22,22,27,94,202,204.5,300,101,,,,,,,
123,514,H,Milwaukee,32,23,30,42,127,8,8,-360,1.5,,,,,,,
123,515,V,NewOrleans,33,21,24,23,110,208,207,650,102.5,,,,,,,
123,516,H,Denver,32,21,26,22,116,9.5,12,-1000,8,,,,,,,
123,517,V,GoldenState,28,32,20,23,103,237,233,625,114,,,,,,,
123,518,H,Phoenix,25,30,24,33,112,10,11.5,-950,10,,,,,,,
123,519,V,NewJersey,21,21,21,20,83,202,201,2000,100,,,,,,,
123,520,H,Utah,34,26,34,22,116,15.5,16.5,-3000,4,,,,,,,
124,801,V,LAClippers,30,18,23,21,92,193.5,194,140,96,,,,,,,
124,802,H,Washington,26,20,22,10,78,2.5,3,-160,3,,,,,,,
124,803,V,Dallas,27,32,38,31,128,3.5,1,-120,97,,,,,,,
124,804,H,NewYork,25,18,13,22,78,198,197.5,100,4,,,,,,,
124,805,V,LALakers,24,32,28,21,105,4.5,4,-175,2,,,,,,,
124,806,H,Toronto,21,33,28,24,106,208,208,155,103,,,,,,,
125,701,V,Indiana,25,31,24,29,109,205,208.5,195,100.5,,,,,,,
125,702,H,Philadelphia,29,30,17,22,98,4.5,5.5,-235,2.5,,,,,,,
125,703,V,Cleveland,24,26,17,25,92,1.5,190,-110,1,,,,,,,
125,704,H,Miami,34,20,15,22,91,190,pk,-110,91,,,,,,,
125,705,V,LAClippers,19,25,15,30,89,190,189,650,93,,,,,,,
125,706,H,Boston,17,26,21,31,95,11.5,11.5,-900,8,,,,,,,
125,707,V,Orlando,23,27,29,15,94,203,1.5,-130,1,,,,,,,
125,708,H,Memphis,22,30,25,22,99,pk,205,110,101,,,,,,,
125,709,V,Chicago,29,23,18,28,98,196,198,320,99.5,,,,,,,
125,710,H,SanAntonio,31,19,21,22,93,7,8,-400,6,,,,,,,
125,711,V,Atlanta,23,32,22,25,102,197,197.5,100,97,,,,,,,
125,712,H,Houston,25,19,23,28,95,pk,1,-120,3,,,,,,,
125,713,V,Phoenix,24,45,27,19,115,220.5,221.5,250,110.5,,,,,,,
125,714,H,Utah,24,34,33,33,124,6,7,-300,7,,,,,,,
125,715,V,Charlotte,26,26,21,20,93,198,195.5,200,95.5,,,,,,,
125,716,H,Denver,29,27,28,20,104,5,5.5,-240,2,,,,,,,
125,717,V,NewOrleans,31,16,25,26,98,189,188,125,91.5,,,,,,,
125,718,H,Portland,23,26,24,24,97,3,2.5,-145,1,,,,,,,
126,501,V,LALakers,30,30,27,28,115,8,8,-400,98,,,,,,,
126,502,H,Washington,29,15,28,31,103,199,199,325,pk,,,,,,,
126,503,V,Minnesota,16,29,19,41,105,207,208,235,3,,,,,,,
126,504,H,NewYork,40,28,28,36,132,7,6.5,-275,100.5,,,,,,,
126,505,V,Milwaukee,27,26,24,30,107,197.5,197,245,100.5,,,,,,,
126,506,H,Dallas,28,31,24,25,108,6.5,7,-290,1.5,,,,,,,
126,507,V,Charlotte,26,22,29,21,114,209,209.5,195,103,,,,,,,
126,508,H,Phoenix,33,21,29,15,109,5.5,5.5,-235,1,,,,,,,
126,509,V,GoldenState,18,20,22,36,96,220,219,205,1,,,,,,,
126,510,H,Sacramento,23,26,24,26,99,6.5,5.5,-245,105.5,,,,,,,
127,701,V,Miami,34,26,21,22,103,204,205,135,102,,,,,,,
127,702,H,Toronto,23,34,28,26,111,3,3.5,-155,4,,,,,,,
127,703,V,LALakers,31,28,33,26,118,6.5,5.5,-240,2.5,,,,,,,
127,704,H,Indiana,29,27,22,18,96,208,210,200,102.5,,,,,,,
127,705,V,Minnesota,26,22,18,29,95,199,201,850,98,,,,,,,
127,706,H,Cleveland,27,33,25,24,109,14,13,-1300,3.5,,,,,,,
127,707,V,LAClippers,20,21,23,23,87,5.5,7,-290,6.5,,,,,,,
127,708,H,NewJersey,23,28,20,32,103,190,191.5,245,94,,,,,,,
127,709,V,Memphis,27,29,23,20,99,1.5,2,-130,98,,,,,,,
127,710,H,Detroit,21,29,24,19,93,195,197.5,110,0.5,,,,,,,
127,711,V,Chicago,28,28,12,28,96,195,194.5,210,95.5,,,,,,,
127,712,H,OklahomaCity,30,17,19,20,86,5,6,-250,5.5,,,,,,,
127,713,V,Philadelphia,19,27,23,19,88,198,199.5,115,100,,,,,,,
127,714,H,Milwaukee,20,28,24,19,91,3,2.5,-135,1,,,,,,,
127,715,V,Atlanta,21,23,30,16,90,195,194.5,135,4,,,,,,,
127,716,H,SanAntonio,36,30,21,18,105,3.5,3,-155,96.5,,,,,,,
127,717,V,Denver,16,34,22,25,97,208,207.5,120,104,,,,,,,
127,718,H,Houston,31,20,23,18,92,2.5,2.5,-140,1.5,,,,,,,
127,719,V,Utah,36,27,22,21,106,3,2.5,-140,100,,,,,,,
127,720,H,Portland,16,30,29,20,95,195.5,195,120,4,,,,,,,
127,721,V,NewOrleans,33,29,34,27,123,2.5,1.5,-125,107,,,,,,,
127,722,H,GoldenState,30,25,20,35,110,215,214,105,2,,,,,,,
128,501,V,Toronto,20,29,30,27,106,213,216.5,150,106,,,,,,,
128,502,H,NewYork,34,19,28,23,104,3,3.5,-170,1,,,,,,,
128,503,V,Boston,34,17,21,22,94,187.5,187,150,93,,,,,,,
128,504,H,Orlando,23,17,21,35,96,3.5,4,-170,4.5,,,,,,,
128,505,V,Dallas,34,25,31,16,106,216.5,216,110,105,,,,,,,
128,506,H,Phoenix,25,30,29,28,112,2,2.5,-130,2,,,,,,,
129,801,V,Cleveland,36,22,19,17,94,6,6,-260,98,,,,,,,
129,802,H,Indiana,18,26,20,9,73,203.5,204,220,1.5,,,,,,,
129,803,V,LALakers,19,32,25,23,99,6.5,6.5,-300,0.5,,,,,,,
129,804,H,Philadelphia,18,24,25,24,91,202.5,202.5,250,99,,,,,,,
129,805,V,Boston,22,19,32,18,91,189.5,190,160,1.5,,,,,,,
129,806,H,Atlanta,23,30,21,26,100,4,4,-190,92,,,,,,,
129,807,V,Washington,18,28,17,18,81,3,3.5,-160,2.5,,,,,,,
129,808,H,NewJersey,26,21,19,13,79,193,192.5,140,95,,,,,,,
129,809,V,Miami,26,21,24,21,92,1.5,2,-130,92.5,,,,,,,
129,810,H,Detroit,23,13,12,17,65,188,187.5,110,3,,,,,,,
129,811,V,LAClippers,20,17,36,24,97,1.5,201.5,100,4,,,,,,,
129,812,H,Minnesota,34,22,26,29,111,201,1,-120,99,,,,,,,
129,813,V,Denver,26,19,15,24,84,202,200.5,115,0.5,,,,,,,
129,814,H,OklahomaCity,27,24,28,22,101,2,2,-135,99.5,,,,,,,
129,815,V,Chicago,30,27,31,14,108,197,197,170,99.5,,,,,,,
129,816,H,NewOrleans,29,21,27,25,106,4.5,4.5,-200,3.5,,,,,,,
129,817,V,Memphis,21,29,20,27,97,199.5,200,180,98.5,,,,,,,
129,818,H,SanAntonio,28,25,24,27,104,4.5,5,-220,2,,,,,,,
129,819,V,Portland,28,19,24,29,100,193.5,194,190,98,,,,,,,
129,820,H,Houston,18,31,29,26,104,5.5,5,-230,3,,,,,,,
129,821,V,Sacramento,20,26,17,31,94,203,203,325,99.5,,,,,,,
129,822,H,Utah,22,27,24,28,101,9,8.5,-450,4.5,,,,,,,
129,823,V,Charlotte,24,41,27,29,121,1,2,-130,106,,,,,,,
129,824,H,GoldenState,28,31,21,30,110,209,211,110,1,,,,,,,
130,501,V,Atlanta,18,26,19,23,86,195,195.5,190,97.5,,,,,,,
130,502,H,Orlando,21,28,28,27,104,5,6,-230,1.5,,,,,,,
